
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
2003-01-23;10.552,14;57562521235;10.371,67;103727833277;10.475,16;6953564209;10.558,74;4936178530;10.583,68;90808993132;10.418,31;35330442052;10.516,39;58916088684
2003-01-24;10.483,21;57185848661;10.297,05;102941884991;10.426,02;7043703183;10.484,50;4949307960;10.507,10;90112376152;10.341,42;35069323466;10.445,41;58790521225
2003-01-25;10.483,21;57185848661;10.297,05;102941884991;10.426,02;7043703183;10.484,50;4949307960;10.507,10;90112376152;10.341,42;35069323466;10.445,41;58790521225
2003-01-26;10.483,21;57185848661;10.297,05;102941884991;10.426,02;7043703183;10.484,50;4949307960;10.507,10;90112376152;10.341,42;35069323466;10.445,41;58790521225
2003-01-27;10.524,68;59086198887;10.340,41;103793783187;10.446,68;7060522957;10.525,50;4971854503;10.568,74;90639778325;10.389,32;35313905563;10.488,77;59123967837
2003-01-28;10.456,04;58767051916;10.275,69;103143858602;10.412,94;7042254017;10.470,98;4950591818;10.493,39;89992501971;10.323,04;35365887375;10.421,68;58791916037
2003-01-29;10.350,48;58930756437;10.166,25;104442150398;10.343,16;7062689741;10.367,26;5053695616;10.375,17;89773613825;10.218,39;36140631416;10.317,20;58723971051
2003-01-30;10.356,63;59098142882;10.165,25;104529042438;10.342,88;7065371870;10.367,64;5060777182;10.402,27;90661401868;10.223,31;36157816813;10.339,54;58941424325
2003-01-31;10.328,99;59028821781;10.139,45;104734271970;10.313,98;7046897997;10.330,84;5045943484;10.362,04;90306424210;10.191,63;36169106633;10.315,08;58864017192
2003-02-01;10.328,99;59028821781;10.139,45;104734271970;10.313,98;7046897997;10.330,84;5045943484;10.362,04;90306424210;10.191,63;36169106633;10.315,08;58864017192
2003-02-02;10.328,99;59028821781;10.139,45;104734271970;10.313,98;7046897997;10.330,84;5045943484;10.362,04;90306424210;10.191,63;36169106633;10.315,08;58864017192
2003-02-03;10.347,92;59134266750;10.171,11;105057623456;10.332,06;7059250435;10.369,14;5064650151;10.384,97;91381144376;10.222,19;36276700502;10.342,62;59046666096
2003-02-04;10.372,46;59273285077;10.197,67;105329032319;10.355,19;7074653165;10.382,51;5071176923;10.402,09;91528752839;10.236,35;36326657012;10.367,05;59182300735
2003-02-05;10.444,96;59686095864;10.284,16;106224770649;10.416,60;7116519378;10.468,71;5113921360;10.486,80;92271318499;10.325,61;36659806043;10.440,09;59598203407
2003-02-06;10.437,62;59664740405;10.287,97;106289775366;10.418,36;7117526032;10.457,94;5102798878;10.469,63;92134421316;10.313,26;36615416996;10.442,36;59614907302
2003-02-07;10.453,22;59746038763;10.288,70;106296131513;10.430,92;7269311326;10.475,07;5111141318;10.482,27;92227678831;10.315,86;36644801440;10.451,15;59829492666
2003-02-08;10.453,22;59746038763;10.288,70;106296131513;10.430,92;7269311326;10.475,07;5111141318;10.482,27;92227678831;10.315,86;36644801440;10.451,15;59829492666
2003-02-09;10.453,22;59746038763;10.288,70;106296131513;10.430,92;7269311326;10.475,07;5111141318;10.482,27;92227678831;10.315,86;36644801440;10.451,15;59829492666
2003-02-10;10.401,42;59451160347;10.225,28;105637525620;10.382,24;7234352229;10.414,04;5081671133;10.427,91;91747997881;10.254,31;36425310014;10.395,02;59508174558
2003-02-11;10.387,91;59386796725;10.214,59;105489490240;10.379,02;7232595745;10.406,10;5076219212;10.417,76;91656721692;10.245,76;36722896235;10.379,27;59428166282
2003-02-12;10.391,35;59359737927;10.206,89;105409251537;10.380,99;7234161557;10.397,32;5110039452;10.421,46;91687704090;10.234,86;36683461966;10.382,91;59507576746
2003-02-13;10.417,36;59511437831;10.238,29;105814426384;10.411,87;7255547573;10.428,44;5125658588;10.454,29;91975400376;10.266,11;36818892051;10.412,62;59612064075
2003-02-14;10.392,41;59373208075;10.220,04;105689569388;10.400,93;7248846480;10.410,09;5116517425;10.431,23;91771518252;10.238,04;36717898535;10.386,85;59776479594
2003-02-15;10.392,41;59373208075;10.220,04;105689569388;10.400,93;7248846480;10.410,09;5116517425;10.431,23;91771518252;10.238,04;36717898535;10.386,85;59776479594
2003-02-16;10.392,41;59373208075;10.220,04;105689569388;10.400,93;7248846480;10.410,09;5116517425;10.431,23;91771518252;10.238,04;36717898535;10.386,85;59776479594
2003-02-17;10.363,33;60347338934;10.189,46;105605959594;10.382,53;7237814391;10.376,16;5099841177;10.392,79;91503240271;10.206,87;36613225395;10.357,95;59616574308
2003-02-18;10.346,80;60257036586;10.162,72;105327173090;10.359,63;7221830709;10.344,16;5084098052;10.378,68;91377729359;10.181,49;36520896498;10.335,25;59483493049
2003-02-19;10.363,59;60358291436;10.185,76;105750512702;10.365,44;7225819478;10.372,22;5097890968;10.394,81;91519026012;10.213,52;36663175640;10.354,90;59595765471
2003-02-20;10.430,42;60808221926;10.278,22;106709805064;10.402,94;7258607795;10.445,04;5133683795;10.488,80;92343761279;10.281,80;36908044910;10.440,60;60087097895
2003-02-21;10.426,47;60797946392;10.267,21;106594679122;10.400,04;7287921370;10.437,28;5129870665;10.477,92;92243740046;10.275,81;36913242910;10.424,66;60035573168
2003-02-22;10.426,47;60797946392;10.267,21;106594679122;10.400,04;7287921370;10.437,28;5129870665;10.477,92;92243740046;10.275,81;36913242910;10.424,66;60035573168
2003-02-23;10.426,47;60797946392;10.267,21;106594679122;10.400,04;7287921370;10.437,28;5129870665;10.477,92;92243740046;10.275,81;36913242910;10.424,66;60035573168
2003-02-24;10.411,13;60782131853;10.259,76;106516389608;10.396,43;7299542669;10.431,50;5134738968;10.467,01;92758629250;10.262,30;36864539784;10.421,52;60499818863
2003-02-25;10.455,09;61098339299;10.289,63;107240833178;10.431,86;7333505744;10.465,44;5155401994;10.501,60;93063937225;10.294,69;36984975410;10.459,10;60717993829
2003-02-26;10.411,30;61345876454;10.260,22;107633145723;10.405,09;7300901644;10.451,68;5227431035;10.472,72;94449570252;10.263,01;37212245710;10.435,09;60774007258
2003-02-27;10.368,66;61171624115;10.202,94;107028481378;10.362,20;7273957080;10.386,55;5260410589;10.424,69;94641124790;10.213,69;37033100399;10.379,66;60456731140
2003-02-28;10.346,04;61129001091;10.181,34;107234378086;10.357,19;7270900450;10.374,41;5254281531;10.407,91;94487942765;10.195,31;37109001741;10.359,35;60527900211
2003-03-01;10.346,04;61129001091;10.181,34;107234378086;10.357,19;7270900450;10.374,41;5254281531;10.407,91;94487942765;10.195,31;37109001741;10.359,35;60527900211
2003-03-02;10.346,04;61129001091;10.181,34;107234378086;10.357,19;7270900450;10.374,41;5254281531;10.407,91;94487942765;10.195,31;37109001741;10.359,35;60527900211
2003-03-03;10.367,29;61245721681;10.202,34;107469777679;10.365,45;7269151370;10.385,02;5259655224;10.430,94;94695157455;10.211,96;37167587544;10.377,71;60635180735
2003-03-04;10.401,25;61445667950;10.247,85;107870685365;10.403,00;7295505732;10.425,88;5280345104;10.477,41;95115961770;10.255,78;37326360332;10.413,09;60841468476
2003-03-05;10.443,78;61701691720;10.298,69;108406282038;10.447,18;7326635819;10.473,22;5304321111;10.519,90;95499556791;10.303,24;37513298581;10.457,70;61053543293
2003-03-06;10.444,39;61703929266;10.284,06;108248334703;10.450,69;7323391987;10.468,32;5301823361;10.511,39;95419830036;10.294,18;37479811826;10.441,87;60961135647
2003-03-07;10.412,11;61517116870;10.247,23;107896304418;10.438,02;7375255325;10.434,42;5284656232;10.495,12;95272014053;10.267,91;37401182336;10.424,71;60955395248
2003-03-08;10.412,11;61517116870;10.247,23;107896304418;10.438,02;7375255325;10.434,42;5284656232;10.495,12;95272014053;10.267,91;37401182336;10.424,71;60955395248
2003-03-09;10.412,11;61517116870;10.247,23;107896304418;10.438,02;7375255325;10.434,42;5284656232;10.495,12;95272014053;10.267,91;37401182336;10.424,71;60955395248
2003-03-10;10.437,19;61911647551;10.261,65;108066460037;10.460,87;7391642280;10.452,03;5293575359;10.507,29;95380540144;10.287,58;37472124073;10.444,02;61068099331
2003-03-11;10.426,90;61856652153;10.248,95;107928483301;10.458,03;7389362740;10.436,31;5285623474;10.507,41;95379618833;10.287,32;37480808071;10.438,29;61034666178
2003-03-12;10.306,90;61135530740;10.130,58;106786034858;10.372,72;7329050364;10.325,68;5230048907;10.386,91;94304929215;10.170,79;37076311308;10.320,37;60345144178
2003-03-13;10.265,67;60891842385;10.094,69;106406381981;10.338,94;7308046418;10.295,59;5215466791;10.346,81;93940308967;10.131,05;36930963823;10.282,84;60122578637
2003-03-14;10.222,83;60637710030;10.033,73;105814643412;10.292,95;7284772282;10.233,61;5161597493;10.300,28;93513802884;10.083,41;36757207191;10.237,56;59983534402
2003-03-15;10.222,83;60637710030;10.033,73;105814643412;10.292,95;7284772282;10.233,61;5161597493;10.300,28;93513802884;10.083,41;36757207191;10.237,56;59983534402
2003-03-16;10.222,83;60637710030;10.033,73;105814643412;10.292,95;7284772282;10.233,61;5161597493;10.300,28;93513802884;10.083,41;36757207191;10.237,56;59983534402
2003-03-17;10.269,06;62255320063;10.078,62;107168462427;10.319,92;7362601399;10.270,50;5276829539;10.353,98;95605944732;10.131,71;37572389863;10.288,11;60513519988
2003-03-18;10.297,30;62429045645;10.125,78;107667579954;10.339,84;7381674336;10.312,61;5305425723;10.389,98;96157473840;10.159,60;37672703219;10.329,70;60758253318
2003-03-19;10.305,44;62487733371;10.136,47;108005273184;10.337,01;7371333671;10.318,22;5308435902;10.414,35;96380879106;10.179,57;37746550059;10.340,54;60928682703
2003-03-20;10.362,40;62906152959;10.228,15;108980001713;10.388,52;7403358939;10.386,05;5343307066;10.460,75;96809430245;10.242,58;37980212551;10.402,76;61280814316
2003-03-21;10.422,34;63316730662;10.285,01;109585704433;10.438,46;7430230618;10.435,98;5368961532;10.511,48;97276852606;10.290,78;38231869900;10.453,05;61616853927
2003-03-22;10.422,34;63316730662;10.285,01;109585704433;10.438,46;7430230618;10.435,98;5368961532;10.511,48;97276852606;10.290,78;38231869900;10.453,05;61616853927
2003-03-23;10.422,34;63316730662;10.285,01;109585704433;10.438,46;7430230618;10.435,98;5368961532;10.511,48;97276852606;10.290,78;38231869900;10.453,05;61616853927
2003-03-24;10.412,21;63335046978;10.259,80;109485186936;10.428,06;7405221924;10.418,09;5362535060;10.486,49;97051125661;10.270,02;38154307530;10.441,80;61550605107
2003-03-25;10.461,77;63626726126;10.327,74;110209414193;10.459,81;7430143962;10.476,54;5395713524;10.557,08;97702857515;10.330,27;38362392317;10.510,92;61956908847
2003-03-26;10.343,40;63027637335;10.210,27;108964340505;10.373,04;7374052143;10.372,04;5344539605;10.427,14;96498500590;10.225,76;38081331768;10.382,43;61199950047
2003-03-27;10.350,75;64273290926;10.221,24;110089041955;10.378,62;7392469216;10.375,36;5678473729;10.452,62;98036419084;10.232,38;38818762496;10.398,46;61742343279
2003-03-28;10.375,86;64502006056;10.243,99;110333169922;10.403,44;7412248302;10.403,71;5658936631;10.482,36;99107924652;10.260,52;38924962012;10.422,63;61905111084
2003-03-29;10.375,86;64502006056;10.243,99;110333169922;10.403,44;7412248302;10.403,71;5658936631;10.482,36;99107924652;10.260,52;38924962012;10.422,63;61905111084
2003-03-30;10.375,86;64502006056;10.243,99;110333169922;10.403,44;7412248302;10.403,71;5658936631;10.482,36;99107924652;10.260,52;38924962012;10.422,63;61905111084
2003-03-31;10.348,25;64347720991;10.206,53;110402820988;10.380,39;7395254678;10.366,57;5638743191;10.437,55;98717992433;10.233,59;38924797395;10.378,74;61833030288
2003-04-01;10.353,82;64385060648;10.221,85;110568019457;10.393,74;7404664510;10.388,06;5650434162;10.466,39;98990068768;10.253,91;38984952024;10.393,57;61921434027
2003-04-02;10.274,40;63892599845;10.146,04;109207272536;10.344,49;7369581485;10.315,17;5610816963;10.371,81;98094141311;10.175,84;38687563959;10.317,15;61463650726
2003-04-03;10.236,30;63654641388;10.113,41;108876464934;10.316,36;7349543897;10.271,43;5587024221;10.346,06;97849621871;10.138,94;38546735713;10.287,01;61178789442
2003-04-04;10.322,30;63699197923;10.210,71;109924751999;10.399,09;7366319523;10.361,78;5636318079;10.455,00;98887494312;10.227,74;38896156178;10.379,46;61728629249
2003-04-05;10.322,30;63699197923;10.210,71;109924751999;10.399,09;7366319523;10.361,78;5636318079;10.455,00;98887494312;10.227,74;38896156178;10.379,46;61728629249
2003-04-06;10.322,30;63699197923;10.210,71;109924751999;10.399,09;7366319523;10.361,78;5636318079;10.455,00;98887494312;10.227,74;38896156178;10.379,46;61728629249
2003-04-07;10.358,46;63922639003;10.241,87;110303273889;10.426,85;7386217532;10.394,61;5654173761;10.466,58;98898365629;10.253,91;38995001987;10.404,06;61874428881
2003-04-08;10.376,66;64037372990;10.265,64;110618779451;10.438,33;7394417194;10.401,92;5658149503;10.478,04;99004821488;10.267,54;38971206290;10.429,78;62016895490
2003-04-09;10.448,08;64481332782;10.346,74;111484370881;10.504,05;7440974940;10.486,37;5704086662;10.554,27;99723324611;10.339,45;39254611761;10.510,63;62631926924
2003-04-10;10.462,06;64569001691;10.345,95;111475468881;10.523,44;7454916480;10.492,71;5707001723;10.562,83;99803164204;10.344,91;39274513180;10.510,88;62637256753
2003-04-11;10.501,33;64813765077;10.375,82;111795671924;10.568,11;7487323729;10.519,16;5809631265;10.590,40;100062247326;10.376,05;39395390766;10.532,50;62760873246
2003-04-12;10.501,33;64813765077;10.375,82;111795671924;10.568,11;7487323729;10.519,16;5809631265;10.590,40;100062247326;10.376,05;39395390766;10.532,50;62760873246
2003-04-13;10.501,33;64813765077;10.375,82;111795671924;10.568,11;7487323729;10.519,16;5809631265;10.590,40;100062247326;10.376,05;39395390766;10.532,50;62760873246
2003-04-14;10.502,75;64830072927;10.370,83;111967868004;10.595,85;7508461990;10.521,91;5812908856;10.604,04;100188873724;10.388,41;39442051267;10.541,61;62823229642
2003-04-15;10.519,00;64935967863;10.400,89;112280663625;10.623,47;7530480570;10.554,89;5831422214;10.623,66;100415299290;10.418,78;39558639604;10.570,92;62994604190
2003-04-16;10.607,88;66200540309;10.475,08;113321167571;10.681,40;7686900811;10.612,76;6027205958;10.687,75;102188555407;10.479,27;39880246384;10.644,11;63422243144
2003-04-17;10.661,01;66553649226;10.533,58;113953609831;10.726,36;7722830268;10.669,40;6067837345;10.740,79;102695983776;10.536,19;40104141765;10.700,29;63757507515
2003-04-18;10.661,01;66553649226;10.533,58;113953609831;10.726,36;7722830268;10.669,40;6067837345;10.740,79;102695983776;10.536,19;40104141765;10.700,29;63757507515
2003-04-19;10.661,01;66553649226;10.533,58;113953609831;10.726,36;7722830268;10.669,40;6067837345;10.740,79;102695983776;10.536,19;40104141765;10.700,29;63757507515
2003-04-20;10.661,01;66553649226;10.533,58;113953609831;10.726,36;7722830268;10.669,40;6067837345;10.740,79;102695983776;10.536,19;40104141765;10.700,29;63757507515
2003-04-21;10.662,78;66581311347;10.527,25;113883670654;10.725,61;7723933675;10.676,03;6071604962;10.747,01;102788923378;10.543,87;40133199026;10.711,79;63849406888
2003-04-22;10.703,81;66857463413;10.576,89;114419458924;10.763,83;7755149833;10.717,36;6094974310;10.805,88;103350877676;10.591,27;40312057946;10.761,12;64197609166
2003-04-23;10.748,06;67190507522;10.619,51;115166910508;10.803,97;7787621423;10.745,92;6113450991;10.836,12;103639556815;10.611,30;40313038136;10.788,08;64761152368
2003-04-24;10.780,15;67452329932;10.649,55;115094368234;10.834,11;7795266404;10.774,97;6129992923;10.864,99;103913222342;10.641,86;40428543464;10.814,51;65055735144
2003-04-25;10.855,31;68003712325;10.718,95;115980451193;10.898,23;7816212695;10.847,89;6173236536;10.951,56;104739053425;10.713,22;40883845569;10.878,88;65509663976
2003-04-26;10.855,31;68003712325;10.718,95;115980451193;10.898,23;7816212695;10.847,89;6173236536;10.951,56;104739053425;10.713,22;40883845569;10.878,88;65509663976
2003-04-27;10.855,31;68003712325;10.718,95;115980451193;10.898,23;7816212695;10.847,89;6173236536;10.951,56;104739053425;10.713,22;40883845569;10.878,88;65509663976
2003-04-28;10.864,96;68630290313;10.729,02;116045103598;10.916,72;7832330479;10.856,40;6189022325;10.960,87;105016481918;10.710,56;40873024536;10.891,04;65583290107
2003-04-29;10.800,63;68279976899;10.677,97;115523417064;10.894,23;7824547707;10.811,03;6172288810;10.912,44;105321630525;10.660,83;40682919983;10.837,15;65867508441
2003-04-30;10.884,53;68937464390;10.757,97;116845191347;10.970,68;7879450325;10.881,19;6216721281;10.991,59;106082434116;10.730,00;41019119516;10.916,10;66417848639
2003-05-01;10.884,53;68937464390;10.757,97;116845191347;10.970,68;7879450325;10.881,19;6216721281;10.991,59;106082434116;10.730,00;41019119516;10.916,10;66417848639
2003-05-02;11.009,35;69721542318;10.847,39;117842960719;11.063,97;7946456204;10.975,35;6270514759;11.097,87;107107590611;10.820,79;41365318236;11.032,38;67125328886
2003-05-03;11.009,35;69721542318;10.847,39;117842960719;11.063,97;7946456204;10.975,35;6270514759;11.097,87;107107590611;10.820,79;41365318236;11.032,38;67125328886
2003-05-04;11.009,35;69721542318;10.847,39;117842960719;11.063,97;7946456204;10.975,35;6270514759;11.097,87;107107590611;10.820,79;41365318236;11.032,38;67125328886
2003-05-05;11.076,18;70143362852;10.889,08;118293708792;11.124,78;7990016271;11.047,32;6311413941;11.154,21;107650947145;10.882,83;41600665545;11.096,61;67507303997
2003-05-06;11.171,73;70701770024;10.965,82;119118420849;11.194,11;8039811446;11.126,82;6357825191;11.255,09;108622967159;10.970,33;41916906878;11.183,84;68034105329
2003-05-07;11.266,96;71458243079;11.038,26;119905312722;11.255,67;8084298038;11.177,47;6386765042;11.290,48;108963264286;11.026,56;42147716582;11.249,57;69179150725
2003-05-08;11.211,15;71103644011;11.010,06;119598250683;11.220,34;8058774361;11.143,73;6451475893;11.261,36;108676571071;11.005,36;42062945755;11.218,86;68993498738
2003-05-09;11.221,02;71165419969;11.011,80;119660896731;11.212,03;8053053181;11.145,46;6452477709;11.261,52;108672584636;11.011,39;42098647487;11.217,26;68977549016
2003-05-10;11.221,02;71165419969;11.011,80;119660896731;11.212,03;8053053181;11.145,46;6452477709;11.261,52;108672584636;11.011,39;42098647487;11.217,26;68977549016
2003-05-11;11.221,02;71165419969;11.011,80;119660896731;11.212,03;8053053181;11.145,46;6452477709;11.261,52;108672584636;11.011,39;42098647487;11.217,26;68977549016
2003-05-12;11.218,99;71157742666;11.003,04;119556304935;11.221,92;8071619876;11.137,98;6448145944;11.251,81;108577622897;10.995,86;42038998181;11.220,73;69004907897
2003-05-13;11.327,46;71845993971;11.094,98;120568222313;11.288,84;8121756195;11.233,95;6503691469;11.358,16;109601501535;11.088,08;42394940117;11.317,57;69599955351
2003-05-14;11.384,89;72217157296;11.156,27;121233537233;11.338,24;8158121616;11.290,06;6536344279;11.423,04;110335771563;11.151,43;42636080965;11.361,09;72662873526
2003-05-15;11.428,71;72496371149;11.201,11;125968394484;11.401,97;7807824775;11.345,88;6577585164;11.481,08;110894730598;11.200,29;42831039640;11.418,02;73040778383
2003-05-16;11.485,51;72656439995;11.250,39;126074514935;11.459,95;7858811800;11.389,44;6639118193;11.526,82;112001685729;11.239,77;43547879398;11.459,53;73233475493
2003-05-17;11.485,51;72656439995;11.250,39;126074514935;11.459,95;7858811800;11.389,44;6639118193;11.526,82;112001685729;11.239,77;43547879398;11.459,53;73233475493
2003-05-18;11.485,51;72656439995;11.250,39;126074514935;11.459,95;7858811800;11.389,44;6639118193;11.526,82;112001685729;11.239,77;43547879398;11.459,53;73233475493
2003-05-19;11.514,45;72817017752;11.273,68;126329935498;11.502,26;7724294386;11.415,04;6663772234;11.549,20;114065908367;11.256,60;43698752165;11.478,11;73974922683
2003-05-20;11.435,84;72320105845;11.221,62;125745041095;11.440,59;7685779950;11.356,67;6629694424;11.492,66;113505670813;11.190,59;43634324033;11.419,59;73614771722
2003-05-21;11.435,84;72320105845;11.221,62;125745041095;11.440,59;7685779950;11.356,67;6629694424;11.492,66;113505670813;11.190,59;43634324033;11.419,59;73614771722
2003-05-22;11.325,37;75464206090;11.113,54;124702455317;11.343,30;7362751542;11.238,60;6560625165;11.359,89;112523877593;11.078,31;43267514425;11.294,72;72485428357
